STATE|STATEFP|COUNTYFP|COUNTYNAME|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT
IL|17|073|Henry County|01491|02397962|Andover village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|01569|02397432|Annawan town|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|02726|02397442|Atkinson town|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|06171|02398127|Bishop Hill village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|10643|02397538|Cambridge village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|14923|02397644|Cleveland village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|15235|02398588|Coal Valley village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|15664|02393602|Colona city|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|28430|02394847|Galva city|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|28846|02394872|Geneseo city|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|36074|02398539|Hooppole village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|39727|02395523|Kewanee city|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|45343|02806523|Lynn Center CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|073|Henry County|51934|02806533|Nekoma CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|073|Henry County|56211|02806536|Ophiem CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|073|Henry County|56601|02399584|Orion village|INCORPORATED PLACE|C1|A
IL|17|073|Henry County|56796|02806538|Osco CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|073|Henry County|83063|02399731|Woodhull village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|02479|02397995|Ashkum village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|04507|02398062|Beaverville village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|09317|02397485|Buckley village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|12801|02397609|Chebanse village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|14468|02397627|Cissna Park village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|14936|02397649|Clifton village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|17406|02398645|Crescent City village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|18498|02398678|Danforth village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|20331|02398739|Donovan village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|29275|02394898|Gilman city|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|37712|02398275|Iroquois village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|44264|02398464|Loda village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|47280|02399268|Martinton village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|49048|02399343|Milford village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|56081|02399574|Onarga village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|57576|02399621|Papineau village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|69212|02399797|Sheldon village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|74847|02399963|Thawville village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|79228|02397217|Watseka city|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|79735|02400123|Wellington village|INCORPORATED PLACE|C1|A
IL|17|075|Iroquois County|83102|02399732|Woodland village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|03103|02394039|Ava city|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|10773|02397544|Campbell Hill village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|11163|02393739|Carbondale city|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|19616|02398695|De Soto village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|20565|02398744|Dowell village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|23373|02398807|Elkville village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|30588|02398182|Gorham village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|30770|02394955|Grand Tower city|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|33162|02628552|Harrison CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|077|Jackson County|46214|02399228|Makanda village|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|51453|02395141|Murphysboro city|INCORPORATED PLACE|C1|A
IL|17|077|Jackson County|77525|02400057|Vergennes village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|34553|02398501|Hidalgo village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|52844|02395228|Newton city|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|65754|02399119|Rose Hill village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|66800|02399172|Ste. Marie village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|80580|02806579|West Liberty CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|079|Jasper County|81074|02400160|Wheeler village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|82010|02399700|Willow Hill village|INCORPORATED PLACE|C1|A
IL|17|079|Jasper County|83765|02399749|Yale village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|04806|02398076|Belle Rive village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|06964|02398145|Bluford village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|07263|02398152|Bonnie village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|12164|02393787|Centralia city|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|20123|02398729|Dix village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|37179|02398569|Ina village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|51180|02395129|Mount Vernon city|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|51726|02395157|Nason city|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|56198|02628558|Opdyke CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|081|Jefferson County|78708|02400091|Waltonville village|INCORPORATED PLACE|C1|A
IL|17|081|Jefferson County|83206|02399734|Woodlawn village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|08264|02397454|Brighton village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|23776|02398818|Elsah village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|25960|02398873|Fidelity village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|26012|02398874|Fieldon village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|30653|02394943|Grafton city|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|38414|02395467|Jerseyville city|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|48138|02399305|Medora village|INCORPORATED PLACE|C1|A
IL|17|083|Jersey County|56978|02396842|Otterville town|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|01647|02629888|Apple Canyon Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|085|Jo Daviess County|01673|02397973|Apple River village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|21683|02394598|East Dubuque city|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|23165|02398800|Elizabeth village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|28300|02394840|Galena city|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|32707|02398242|Hanover village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|48359|02399315|Menominee village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|53195|02399501|Nora village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|67925|02399768|Scales Mound village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|72780|02399905|Stockton village|INCORPORATED PLACE|C1|A
IL|17|085|Jo Daviess County|74970|02583443|The Galena Territory CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|085|Jo Daviess County|78851|02400094|Warren village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|04715|02398072|Belknap village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|09551|02397494|Buncombe village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|18251|02398666|Cypress village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|30575|02398181|Goreville village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|52285|02399459|New Burnside village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|70005|02399824|Simpson village|INCORPORATED PLACE|C1|A
IL|17|087|Johnson County|77863|02397137|Vienna city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|00685|02397931|Algonquin village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|03012|02394031|Aurora city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|03883|02398038|Barrington Hills village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|04013|02398041|Bartlett village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|04078|02394077|Batavia city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|05976|02398118|Big Rock village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|09759|02397500|Burlington village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|10906|02357470|Campton Hills village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|11358|02397560|Carpentersville village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|21696|02398774|East Dundee village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|22931|02398795|Elburn village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|23074|02394641|Elgin city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|28872|02394875|Geneva city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|29171|02398961|Gilberts village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|32525|02398234|Hampshire village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|35411|02398519|Hoffman Estates village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|36750|02398562|Huntley village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|38895|02398325|Kaneville village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|43406|02398437|Lily Lake village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|46604|02399247|Maple Park village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|50218|02399387|Montgomery village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|53442|02399508|North Aurora village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|59988|02399676|Pingree Grove village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|61821|02629860|Prestbury CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|089|Kane County|66703|02396476|St. Charles city|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|70161|02399828|Sleepy Hollow village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|70720|02399846|South Elgin village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|73391|02399926|Sugar Grove village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|78175|02400074|Virgil village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|79397|02400112|Wayne village|INCORPORATED PLACE|C1|A
IL|17|089|Kane County|80125|02400129|West Dundee village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|02258|02397990|Aroma Park village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|07237|02398151|Bonfield village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|07471|02398154|Bourbonnais village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|07744|02398163|Bradley village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|09304|02397483|Buckingham village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|10292|02397519|Cabery village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|12801|02397609|Chebanse village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|24452|02398841|Essex village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|30991|02398191|Grant Park village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|34384|02398494|Herscher village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|36190|02398544|Hopkins Park village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|37803|02398278|Irwin village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|38934|02395489|Kankakee city|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|43510|02398440|Limestone village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|46500|02399245|Manteno village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|49893|02395368|Momence city|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|63056|02399052|Reddick village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|66638|02399157|St. Anne village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|67372|02399177|Sammons Point village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|73943|02399933|Sun River Terrace village|INCORPORATED PLACE|C1|A
IL|17|091|Kankakee County|76771|02400024|Union Hill village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|03012|02394031|Aurora city|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|07419|02393344|Boulder Hill CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|093|Kendall County|38570|02395477|Joliet city|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|43900|02398449|Lisbon village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|49100|02399351|Millbrook village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|49308|02399361|Millington village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|49607|02399376|Minooka village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|50218|02399387|Montgomery village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|52103|02399488|Newark village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|56887|02399593|Oswego village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|60287|02399684|Plainfield village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|60352|02396223|Plano city|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|60391|02399688|Plattville village|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|67548|02396534|Sandwich city|INCORPORATED PLACE|C1|A
IL|17|093|Kendall County|84038|02397394|Yorkville city|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|00113|02393876|Abingdon city|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|01140|02397949|Altona village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|21826|02398775|East Galesburg village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|28326|02394842|Galesburg city|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|29340|02628550|Gilson CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|095|Knox County|34007|02398487|Henderson village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|40416|02395558|Knoxville city|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|44446|02398469|London Mills village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|46695|02399250|Maquon village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|54924|02628556|Oak Run CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|095|Knox County|56159|02396067|Oneida city|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|64148|02399077|Rio village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|66677|02399158|St. Augustine village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|77811|02400069|Victoria village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|79124|02400101|Wataga village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|81802|02399695|Williamsfield village|INCORPORATED PLACE|C1|A
IL|17|095|Knox County|83817|02399751|Yates City village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|01595|02397970|Antioch village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|03610|02398029|Bannockburn village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|03844|02398037|Barrington village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|03883|02398038|Barrington Hills village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|04303|02398056|Beach Park village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|09447|02397490|Buffalo Grove village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|12489|02393373|Channel Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|18992|02398705|Deerfield village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|19083|02398704|Deer Park village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|26896|02393000|Forest Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|27442|02398912|Fox Lake village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|27455|02393009|Fox Lake Hills CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|27533|02398913|Fox River Grove village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|28248|02393015|Gages Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|30900|02393022|Grandwood Park CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|31121|02398198|Grayslake village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|31446|02398202|Green Oaks village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|32018|02398219|Gurnee village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|32200|02398222|Hainesville village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|33630|02398267|Hawthorn Woods village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|34722|02394377|Highland Park city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|34865|02394379|Highwood city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|37218|02398570|Indian Creek village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|37894|02398279|Island Lake village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|39883|02398344|Kildeer village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|40364|02629857|Knollwood CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|40884|02398376|Lake Barrington village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|40910|02398377|Lake Bluff village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|40988|02393076|Lake Catherine CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|41105|02395590|Lake Forest city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|41326|02398387|Lakemoor village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|41586|02398385|Lake Villa village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|41742|02398386|Lake Zurich village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|43250|02398436|Libertyville village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|43666|02398442|Lincolnshire village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|43770|02398444|Lindenhurst village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|44524|02398471|Long Grove village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|44550|02393107|Long Lake CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|48671|02399328|Mettawa village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|51349|02399428|Mundelein village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|53455|02399510|North Barrington village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|53559|02395253|North Chicago city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|55639|02399567|Old Mill Creek village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|57654|02396144|Park City city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|61216|02399001|Port Barrington village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|64538|02399094|Riverwoods village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|66027|02399131|Round Lake village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|66040|02399132|Round Lake Beach village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|66053|02399133|Round Lake Heights village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|66066|02399134|Round Lake Park village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|75081|02399970|Third Lake village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|75874|02399999|Tower Lakes village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|77460|02393831|Venetian Village CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|097|Lake County|77694|02400063|Vernon Hills village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|78227|02400077|Volo village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|78370|02400079|Wadsworth village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|79267|02400108|Wauconda village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|79293|02397222|Waukegan city|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|81087|02400161|Wheeling village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|82686|02399725|Winthrop Harbor village|INCORPORATED PLACE|C1|A
IL|17|097|Lake County|84220|02397402|Zion city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|11982|02397582|Cedar Point village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|18459|02398674|Dalzell village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|18485|02398676|Dana village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|18771|02628549|Dayton CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|21540|02394593|Earlville city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|30757|02398188|Grand Ridge village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|32876|02806495|Harding CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|38921|02398326|Kangley village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|41157|02629851|Lake Holiday CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|42184|02395636|LaSalle city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|42756|02398416|Leland village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|42912|02398423|Leonore village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|44823|02399189|Lostant village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|47150|02395020|Marseilles city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|48333|02395095|Mendota city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|49308|02399361|Millington village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|51648|02399435|Naplate village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|54222|02399524|North Utica village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|55353|02395310|Oglesby city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|56926|02396106|Ottawa city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|59234|02396189|Peru city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|62757|02399041|Ransom village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|66443|02399151|Rutland village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|68640|02399784|Seneca village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|68679|02806559|Serena CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|69277|02399800|Sheridan village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|70460|02399838|Somonauk village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|73170|02395987|Streator city|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|75718|02399993|Tonica village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|76082|02806574|Triumph CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|76225|02400005|Troy Grove village|INCORPORATED PLACE|C1|A
IL|17|099|LaSalle County|79618|02806578|Wedron CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|099|LaSalle County|79813|02397256|Wenona city|INCORPORATED PLACE|C1|A
IL|17|101|Lawrence County|08186|02393415|Bridgeport city|INCORPORATED PLACE|C1|A
IL|17|101|Lawrence County|42405|02395649|Lawrenceville city|INCORPORATED PLACE|C1|A
IL|17|101|Lawrence County|66404|02399148|Russellville village|INCORPORATED PLACE|C1|A
IL|17|101|Lawrence County|66833|02396489|St. Francisville city|INCORPORATED PLACE|C1|A
IL|17|101|Lawrence County|73703|02396003|Sumner city|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|01270|02393944|Amboy city|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|02583|02397999|Ashton village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|15989|02398609|Compton village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|20162|02394537|Dixon city|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|27689|02398918|Franklin Grove village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|32967|02398249|Harmon village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|42587|02398410|Lee village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|42600|02806519|Lee Center CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|103|Lee County|51544|02806532|Nachusa CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|103|Lee County|51947|02399443|Nelson village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|58226|02399633|Paw Paw village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|64746|02396392|Rochelle city|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|72624|02399898|Steward village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|73287|02399924|Sublette village|INCORPORATED PLACE|C1|A
IL|17|103|Lee County|80008|02400127|West Brooklyn village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|10916|02397545|Campus village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|12710|02396640|Chatsworth town|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|16405|02398628|Cornell village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|18030|02398658|Cullom village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|21358|02398764|Dwight village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|24062|02398828|Emington village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|24764|02394727|Fairbury city|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|26311|02398882|Flanagan village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|27026|02398899|Forrest village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|44576|02398472|Long Point village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|55171|02399558|Odell village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|61015|02396250|Pontiac city|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|63056|02399052|Reddick village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|67795|02399763|Saunemin village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|73131|02399919|Strawn village|INCORPORATED PLACE|C1|A
IL|17|105|Livingston County|73170|02395987|Streator city|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|02752|02394014|Atlanta city|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|04403|02628542|Beason CDP|CENSUS DESIGNATED PLACE|U1|S
