STATE|STATEFP|COUNTYFP|COUNTYNAME|PLACEFP|PLACENS|PLACENAME|TYPE|CLASSFP|FUNCSTAT
IL|17|107|Logan County|08472|02397462|Broadwell village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|13230|02628546|Chestnut CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|107|Logan County|16431|02628547|Cornland CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|107|Logan County|23269|02398805|Elkhart village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|23971|02398825|Emden village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|33318|02398259|Hartsburg village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|42249|02398396|Latham village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|43536|02395710|Lincoln city|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|48853|02399334|Middletown village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|51128|02395124|Mount Pulaski city|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|52545|02399467|New Holland village|INCORPORATED PLACE|C1|A
IL|17|107|Logan County|67613|02399178|San Jose village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|00178|02628541|Adair CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|109|McDonough County|03675|02398032|Bardolph village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|06470|02398132|Blandinsville village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|10110|02393478|Bushnell city|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|15378|02393589|Colchester city|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|28950|02583439|Georgetown CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|109|McDonough County|30458|02398175|Good Hope village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|37439|02398574|Industry village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|45889|02395801|Macomb city|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|60833|02398989|Plymouth village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|61548|02399018|Prairie City village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|68198|02399774|Sciota village|INCORPORATED PLACE|C1|A
IL|17|109|McDonough County|74665|02399960|Tennessee village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|00594|02806446|Alden CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|00685|02397931|Algonquin village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|03883|02398038|Barrington Hills village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|05859|02806454|Big Foot Prairie CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|09531|02397492|Bull Valley village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|10045|02806464|Burtons Bridge CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|11592|02397566|Cary village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|12879|02628545|Chemung CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|16301|02806468|Coral CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|17887|02393685|Crystal Lake city|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|27442|02398912|Fox Lake village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|27533|02398913|Fox River Grove village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|27728|02806490|Franklinville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|31667|02398207|Greenwood village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|33019|02806496|Harmony CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|33292|02806497|Hartland CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|33331|02394315|Harvard city|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|33851|02398482|Hebron village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|35515|02398523|Holiday Hills village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|36750|02398562|Huntley village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|37894|02398279|Island Lake village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|38479|02398304|Johnsburg village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|41183|02398378|Lake in the Hills village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|41326|02398387|Lakemoor village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|41651|02398390|Lakewood village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|42392|02806518|Lawrence CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|45616|02399292|McCullom Lake village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|45694|02395070|McHenry city|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|46786|02395004|Marengo city|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|55041|02399549|Oakwood Hills village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|60144|02393188|Pistakee Highlands CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|61216|02399001|Port Barrington village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|61678|02399020|Prairie Grove village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|63641|02399067|Richmond village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|63875|02806551|Ridgefield CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|64094|02806553|Riley CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|64135|02399076|Ringwood village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|70356|02806560|Solon Mills CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|111|McHenry County|72052|02399876|Spring Grove village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|76160|02400004|Trout Valley village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|76706|02400020|Union village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|82855|02399729|Wonder Lake village|INCORPORATED PLACE|C1|A
IL|17|111|McHenry County|83349|02397372|Woodstock city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|01361|02397959|Anchor village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|02342|02397992|Arrowsmith village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|04897|02398081|Bellflower village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|06613|02394197|Bloomington city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|11215|02397556|Carlock village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|12931|02393816|Chenoa city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|15495|02398598|Colfax village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|16210|02398622|Cooksville village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|18537|02398681|Danvers village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|20643|02398746|Downs village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|23555|02398811|Ellsworth village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|23737|02394632|El Paso city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|31732|02398210|Gridley village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|34449|02398499|Heyworth village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|36438|02398555|Hudson village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|42971|02395656|Le Roy city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|43094|02395695|Lexington city|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|45811|02399296|McLean village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|53234|02396818|Normal town|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|67912|02399767|Saybrook village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|69628|02804092|Shirley CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|113|McLean County|72260|02399886|Stanford village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|75822|02399997|Towanda village|INCORPORATED PLACE|C1|A
IL|17|113|McLean County|76511|02628561|Twin Grove CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|115|Macon County|01972|02397982|Argenta village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|06756|02398142|Blue Mound village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|07315|02628544|Boody CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|115|Macon County|18823|02394481|Decatur city|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|23919|02806486|Elwin CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|115|Macon County|27091|02398901|Forsyth village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|33227|02398254|Harristown village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|44498|02398470|Long Creek village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|45941|02395802|Macon city|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|47072|02395015|Maroa city|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|51206|02399419|Mount Zion village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|52961|02399496|Niantic village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|56471|02399582|Oreana village|INCORPORATED PLACE|C1|A
IL|17|115|Macon County|78916|02400095|Warrensburg village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|05209|02394134|Benld city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|08264|02397454|Brighton village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|09577|02393463|Bunker Hill city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|11202|02393743|Carlinville city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|13165|02397617|Chesterfield village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|20370|02398740|Dorchester village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|21410|02398766|Eagarville village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|21852|02398776|East Gillespie village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|29236|02394896|Gillespie city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|29392|02394904|Girard city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|34423|02398498|Hettick village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|41214|02398380|Lake Ka-Ho village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|48138|02399305|Medora village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|49802|02399379|Modesto village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|50920|02399408|Mount Clare village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|51024|02395123|Mount Olive city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|53039|02396817|Nilwood town|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|57329|02399614|Palmyra village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|66196|02399138|Royal Lakes village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|67873|02399766|Sawyerville village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|68406|02399777|Scottville village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|69563|02397657|Shipman town|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|72234|02399885|Standard City village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|72403|02395959|Staunton city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|78149|02397150|Virden city|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|81191|02400162|White City village|INCORPORATED PLACE|C1|A
IL|17|117|Macoupin County|82218|02399709|Wilsonville village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|00737|02397932|Alhambra village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|01114|02393935|Alton city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|05599|02398108|Bethalto village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|15599|02393598|Collinsville city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|21553|02398769|East Alton village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|22697|02394626|Edwardsville city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|24933|02398855|Fairmont City village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|29639|02398970|Glen Carbon village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|30094|02398984|Godfrey village|INCORPORATED PLACE|C5|A
IL|17|119|Madison County|30926|02394961|Granite City city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|30978|02398192|Grantfork village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|32408|02398229|Hamel village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|33279|02398258|Hartford village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|34670|02394375|Highland city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|35541|02628553|Holiday Shores CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|119|Madison County|44160|02398457|Livingston village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|45993|02395806|Madison city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|46864|02399256|Marine village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|47397|02399269|Maryville village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|49698|02629853|Mitchell CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|119|Madison County|50452|02804653|Moro CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|119|Madison County|52415|02399461|New Douglas village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|59709|02399670|Pierron village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|61067|02398997|Pontoon Beach village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|61743|02804654|Prairietown CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|119|Madison County|65884|02393216|Rosewood Heights CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|119|Madison County|66131|02399135|Roxana village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|66859|02399164|St. Jacob village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|71240|02399856|South Roxana village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|76199|02397061|Troy city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|77473|02397123|Venice city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|81815|02399696|Williamson village|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|83271|02397363|Wood River city|INCORPORATED PLACE|C1|A
IL|17|119|Madison County|83505|02399741|Worden village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|00919|02397940|Alma village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|12151|02397590|Central City village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|12164|02393787|Centralia city|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|25375|02398860|Farina village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|37933|02398283|Iuka village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|38791|02398316|Junction City village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|39324|02398333|Kell village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|40117|02395542|Kinmundy city|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|55210|02399560|Odin village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|58057|02399630|Patoka village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|67236|02396526|Salem city|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|67444|02399180|Sandoval village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|77681|02400061|Vernon village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|78604|02400088|Walnut Hill village|INCORPORATED PLACE|C1|A
IL|17|121|Marion County|78721|02397187|Wamac city|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|34163|02394355|Henry city|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|36150|02398542|Hopewell village|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|40559|02395578|Lacon city|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|42171|02398369|La Rose village|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|71422|02399866|Sparland village|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|75653|02397034|Toluca city|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|77395|02400049|Varna village|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|79007|02400097|Washburn village|INCORPORATED PLACE|C1|A
IL|17|123|Marshall County|79813|02397256|Wenona city|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|04156|02398050|Bath village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|22151|02398780|Easton village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|26753|02398895|Forest City village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|30510|02628551|Goofy Ridge CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|125|Mason County|33513|02394323|Havana city|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|39857|02398343|Kilbourne village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|46383|02399241|Manito village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|47475|02395040|Mason City city|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|67613|02399178|San Jose village|INCORPORATED PLACE|C1|A
IL|17|125|Mason County|75757|02399995|Topeka village|INCORPORATED PLACE|C1|A
IL|17|127|Massac County|08706|02393430|Brookport city|INCORPORATED PLACE|C1|A
IL|17|127|Massac County|38674|02398310|Joppa village|INCORPORATED PLACE|C1|A
IL|17|127|Massac County|48645|02395106|Metropolis city|INCORPORATED PLACE|C1|A
IL|17|129|Menard County|02674|02394010|Athens city|INCORPORATED PLACE|C1|A
IL|17|129|Menard County|31576|02398205|Greenview village|INCORPORATED PLACE|C1|A
IL|17|129|Menard County|41404|02629866|Lake Petersburg CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|129|Menard County|54625|02399542|Oakford village|INCORPORATED PLACE|C1|A
IL|17|129|Menard County|59312|02396193|Petersburg city|INCORPORATED PLACE|C1|A
IL|17|129|Menard County|74379|02399948|Tallula village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|00646|02393914|Aledo city|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|00672|02397929|Alexis village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|10305|02806465|Cable CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|23139|02806478|Eliza CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|32473|02806494|Hamlet CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|38739|02398312|Joy village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|39298|02395499|Keithsburg city|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|47527|02399273|Matherville village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|49243|02806527|Millersburg CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|52220|02395186|New Boston city|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|53793|02399516|North Henderson village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|61782|02806546|Preemption CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|63420|02399061|Reynolds village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|68458|02399779|Seaton village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|69368|02399803|Sherrard village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|74145|02806568|Swedona CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|131|Mercer County|78123|02400073|Viola village|INCORPORATED PLACE|C1|A
IL|17|131|Mercer County|82309|02399713|Windsor village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|15833|02393604|Columbia city|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|21254|02398759|Dupo village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|28170|02398932|Fults village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|33877|02398483|Hecker village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|46058|02399221|Maeystown village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|77265|02400041|Valmeyer village|INCORPORATED PLACE|C1|A
IL|17|133|Monroe County|79150|02397210|Waterloo city|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|10149|02397512|Butler village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|15209|02398590|Coalton village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|15352|02393583|Coffeen city|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|20318|02398737|Donnellson village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|25440|02398863|Farmersville village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|26077|02398877|Fillmore village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|33357|02398261|Harvel village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|35047|02394386|Hillsboro city|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|37738|02398276|Irving village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|43965|02395731|Litchfield city|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|53169|02395243|Nokomis city|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|55418|02399565|Ohlman village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|57498|02399617|Panama village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|62965|02399049|Raymond village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|68120|02399772|Schram City village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|74561|02399958|Taylor Springs village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|78383|02400080|Waggoner village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|78656|02400089|Walshville village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|79826|02400124|Wenonah village|INCORPORATED PLACE|C1|A
IL|17|135|Montgomery County|82725|02397356|Witt city|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|00659|02804093|Alexander CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|137|Morgan County|12528|02397602|Chapin village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|16054|02398611|Concord village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|27663|02398916|Franklin village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|38115|02395451|Jacksonville city|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|43978|02804094|Literberry CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|137|Morgan County|45369|02399209|Lynnville village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|48424|02399316|Meredosia village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|51479|02399432|Murrayville village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|70889|02399850|South Jacksonville village|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|79358|02397225|Waverly city|INCORPORATED PLACE|C1|A
IL|17|137|Morgan County|83336|02399737|Woodson village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|00867|02397937|Allenville village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|02414|02397993|Arthur village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|05612|02398109|Bethany village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|18446|02398673|Dalton City village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|28807|02398948|Gays village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|41040|02806515|Lake City CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|139|Moultrie County|45044|02399193|Lovington village|INCORPORATED PLACE|C1|A
IL|17|139|Moultrie County|73495|02395997|Sullivan city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|00295|02397914|Adeline village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|03337|02806450|Baileyville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|141|Ogle County|10240|02393487|Byron city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|17471|02398647|Creston village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|18719|02398688|Davis Junction village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|27065|02398900|Forreston village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|30705|02629859|Grand Detour CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|141|Ogle County|34982|02398505|Hillcrest village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|35463|02806499|Holcomb CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|141|Ogle County|39987|02806509|Kings CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|141|Ogle County|42457|02398406|Leaf River village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|44836|02629858|Lost Nation CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|141|Ogle County|50062|02399384|Monroe Center village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|50998|02399413|Mount Morris village|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|56484|02396075|Oregon city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|60937|02396246|Polo city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|64746|02396392|Rochelle city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|65000|02396405|Rockford city|INCORPORATED PLACE|C1|A
IL|17|141|Ogle County|72702|02399901|Stillman Valley village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|04039|02398045|Bartonville village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|04871|02398079|Bellevue village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|08303|02397455|Brimfield village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|14117|02393515|Chillicothe city|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|21176|02398757|Dunlap village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|23698|02394676|Elmwood city|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|25531|02394746|Farmington city|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|29483|02398968|Glasford village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|32668|02398240|Hanna City village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|40091|02398355|Kingston Mines village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|40962|02629864|Lake Camelot CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|143|Peoria County|46643|02399249|Mapleton village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|50699|02804095|Mossville CDP|CENSUS DESIGNATED PLACE|U1|S
IL|17|143|Peoria County|54404|02399530|Norwood village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|58447|02396172|Pekin city|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|59000|02396178|Peoria city|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|59026|02399652|Peoria Heights village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|61925|02399025|Princeville village|INCORPORATED PLACE|C1|A
IL|17|143|Peoria County|65403|02393211|Rome CDP|CENSUS DESIGNATED PLACE|U1|S
